review,rating,date,bank,source
nothing when i need to install the apk it say that re-up date,5,2025-07-25,BOA,Google Play Store
i can log in from any where,5,2025-07-23,BOA,Google Play Store
😇,3,2025-07-20,BOA,Google Play Store
no proplem,5,2025-07-20,BOA,Google Play Store
good work,5,2025-07-15,BOA,Google Play Store
☹️,5,2025-07-15,BOA,Google Play Store
great boa,5,2025-07-14,BOA,Google Play Store
not working,1,2025-07-12,BOA,Google Play Store
this app is getting worse and worse with every update,2,2025-07-11,BOA,Google Play Store
ምርጥ ነው,1,2025-07-10,BOA,Google Play Store
meku,5,2025-07-07,BOA,Google Play Store
awasome app go a head,5,2025-07-04,BOA,Google Play Store
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,BOA,Google Play Store
"the app is nice and easy to use but after some time it crushed and said ""error check your device connectivity"" please fix it",3,2025-07-02,BOA,Google Play Store
easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,BOA,Google Play Store
"the worst mba i have experienced, the app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,BOA,Google Play Store
amazing banks app👌👌,3,2025-06-25,BOA,Google Play Store
good app fore me,5,2025-06-25,BOA,Google Play Store
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,BOA,Google Play Store
it's nice to use.,5,2025-06-21,BOA,Google Play Store
app doesn't start,1,2025-06-21,BOA,Google Play Store
excellent application,5,2025-06-18,BOA,Google Play Store
its very bad app its very slow,1,2025-06-17,BOA,Google Play Store
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,BOA,Google Play Store
good job!,5,2025-06-13,BOA,Google Play Store
best financial app.,5,2025-06-12,BOA,Google Play Store
ቆንጆ ነው በርቱ,5,2025-06-11,BOA,Google Play Store
the worst app humans ever created,1,2025-06-09,BOA,Google Play Store
it's not working,3,2025-06-05,BOA,Google Play Store
"hello, i’m facing a problem with the boa mobile app. every time i enter my phone number and password, the app crashes and shows an error that says “boamobile closed because this app has a bug.” i tried updating, reinstalling, and clearing cache, but nothing worked. please fix this bug in the next update. i really need access to my account. thank you.",1,2025-06-03,BOA,Google Play Store
exceptional,5,2025-06-03,BOA,Google Play Store
boa mobile good bank,5,2025-06-02,BOA,Google Play Store
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play Store
boa system is confartable,5,2025-05-31,BOA,Google Play Store
"this app, for me , is a waste of time. it doesn't work . i can't even long in, and it really piss me off. fix the problem",1,2025-05-27,BOA,Google Play Store
good service.,3,2025-05-25,BOA,Google Play Store
the app crush frequently,1,2025-05-24,BOA,Google Play Store
you guys keeps getting worst,1,2025-05-22,BOA,Google Play Store
"this app is a joke. it crashes more than it works, takes forever to load, and half the features are just decorative at this point. can’t log in, can’t transfer money, can’t even check my balance without it bugging out. to the developer: are you actually trying to make this work, or is this some kind of social experiment to test our patience? did you build this in your sleep? because it definitely looks like it. if this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play Store
boa,2,2025-05-20,BOA,Google Play Store
but not opening on android,4,2025-05-19,BOA,Google Play Store
worst app ever. totally unreliable. and it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play Store
"this app does no work on samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play Store
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play Store
liking this application good 👍,5,2025-05-07,BOA,Google Play Store
"this app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work",1,2025-05-06,BOA,Google Play Store
it's really good 👍,5,2025-04-23,BOA,Google Play Store
bad app . it stuck when you open and noting works.,1,2025-04-23,BOA,Google Play Store
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play Store
it keeps showing this pop up to turn off developer options even tho it's off! i had to turn on and then off to make it work! this is a horrible experience and needs a fix asap! plus kinda slow.,1,2025-04-19,BOA,Google Play Store
yideg,1,2025-04-17,BOA,Google Play Store
boa of mobile backing,5,2025-04-09,BOA,Google Play Store
faster bank of abissinya,5,2025-04-08,BOA,Google Play Store
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play Store
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play Store
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play Store
"the app gets a considerable improvements like language , qr scanner and unlimited transfers survice. but boa please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play Store
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play Store
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play Store
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play Store
"after activated the application it not allowed to sign , automatically it is turn off in my phone, why ?",1,2025-03-31,BOA,Google Play Store
this version is not working for me i cannot even buy card. i cannot send money,1,2025-03-30,BOA,Google Play Store
"it can't actively on initialization, it says incorrect otp getting the exact otp",1,2025-03-29,BOA,Google Play Store
always problematic hardly works,1,2025-03-26,BOA,Google Play Store
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play Store
"worst app and bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play Store
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play Store
there is no speed,1,2025-03-19,BOA,Google Play Store
"for anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play Store
wonderful,5,2025-03-19,BOA,Google Play Store
all worck,5,2025-03-19,BOA,Google Play Store
"edit: new bug, app not letting me type in my otp codes. shameful why does this app not allow me to use it while having developer options on? did y'all consider that i might, perhaps, be an actual developer? why am i expected to toggle the option on and off just to bank (restarting my phone when i do)? why is the message labled as somthing that will ""smoothen"" the experience? this is like the most ""security consultant"" thing to implement in an app. please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play Store
improved to be the best,5,2025-03-11,BOA,Google Play Store
"decent, but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self boe dev fix this !!!",3,2025-03-11,BOA,Google Play Store
boa greqt ethiopian bank.,5,2025-03-11,BOA,Google Play Store
"the bug is still there,the app crashes every time i try to log in, especially in old phones like my galaxy a32",1,2025-03-10,BOA,Google Play Store
almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play Store
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play Store
wonderfull app,5,2025-03-08,BOA,Google Play Store
i can't use this app why?,5,2025-03-07,BOA,Google Play Store
worst mobile banking app i ever experienced i was blaming other apps but comparing with this they're too much better!!!! it clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play Store
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as boa make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play Store
aga b girja miss language of admin afaan oromo & other itoophiyaa languages,1,2025-03-04,BOA,Google Play Store
"i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play Store
it has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play Store
very poor proformance,1,2025-03-01,BOA,Google Play Store
it's not opening. really frustrating,1,2025-03-01,BOA,Google Play Store
verry amazing app from all ib,5,2025-03-01,BOA,Google Play Store
not working on this days,1,2025-02-26,BOA,Google Play Store
thank you boa,5,2025-02-23,BOA,Google Play Store
best banking app in the wworld,5,2025-02-22,BOA,Google Play Store
nice app and it's easy to use,5,2025-02-21,BOA,Google Play Store
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play Store
this is help full i like ittttt,5,2025-02-14,BOA,Google Play Store
the is not functional at all?,2,2025-02-12,BOA,Google Play Store
best bank,5,2025-02-08,BOA,Google Play Store
make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play Store
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play Store
i have been using this app for two years.it is amazing.,5,2025-01-31,BOA,Google Play Store
sad experience,1,2025-01-30,BOA,Google Play Store
always do update and that is annoying,3,2025-01-27,BOA,Google Play Store
"best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play Store
i can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play Store
whenever i try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play Store
beter,5,2025-01-21,BOA,Google Play Store
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ it's not app it's very slow ehhhh. why don't you upgrade the app???? it's always zero,1,2025-01-18,BOA,Google Play Store
aadan axmed barkhadle,5,2025-01-17,BOA,Google Play Store
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play Store
horrible customer service and app crashes horrible!!,1,2025-01-15,BOA,Google Play Store
i love it,5,2025-01-14,BOA,Google Play Store
it keeps asking me to turn off developer mode even when dev mode is off. couldn't use it.,1,2025-01-13,BOA,Google Play Store
good🙏,5,2025-01-11,BOA,Google Play Store
like to much,5,2025-01-11,BOA,Google Play Store
the best of best,5,2025-01-09,BOA,Google Play Store
i was using this app for long time it amazing user friendly ui but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play Store
