review,rating,date,bank,source
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,Google Play Store
easy to use and clear.,5,2025-06-23,CBE,Google Play Store
easy to use,4,2025-06-23,CBE,Google Play Store
excellence,5,2025-06-23,CBE,Google Play Store
the best 👌,5,2025-06-22,CBE,Google Play Store
super 🌟 start,5,2025-06-22,CBE,Google Play Store
😲,5,2025-06-21,CBE,Google Play Store
it is so god,5,2025-06-21,CBE,Google Play Store
it's my life,5,2025-06-21,CBE,Google Play Store
great app,5,2025-06-19,CBE,Google Play Store
sufaa milikesaa,5,2025-06-19,CBE,Google Play Store
"am not able to make screenshot,",1,2025-06-18,CBE,Google Play Store
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,Google Play Store
is too good,5,2025-06-17,CBE,Google Play Store
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,Google Play Store
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,Google Play Store
"it makes my life easy, and i feel like it deserves a 4-star.",4,2025-06-16,CBE,Google Play Store
it's best app but please add(included) water bill payment ?,4,2025-06-16,CBE,Google Play Store
the system works even from wherever i am abroad cbe☆☆☆☆☆,5,2025-06-15,CBE,Google Play Store
very nice to use this app,5,2025-06-14,CBE,Google Play Store
good service and have lightly internet accessed,3,2025-06-14,CBE,Google Play Store
the best mobile banking ever in ethiopia,5,2025-06-13,CBE,Google Play Store
waw,5,2025-06-13,CBE,Google Play Store
good app fast,5,2025-06-13,CBE,Google Play Store
very good work cbe team well developed,5,2025-06-13,CBE,Google Play Store
excellent and easy to access and uptodate.,5,2025-06-12,CBE,Google Play Store
best mobile banking app in ethiopian banking industry. keep up cbe,5,2025-06-12,CBE,Google Play Store
it's very helpful app in any way in and out of the county of ethiopia good luck,5,2025-06-12,CBE,Google Play Store
so bad now and hard to use,5,2025-06-09,CBE,Google Play Store
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,Google Play Store
very amazing app indeed. i'm enjoying it,5,2025-06-08,CBE,Google Play Store
a great app. it's like carrying a bank in your pocket.,4,2025-06-07,CBE,Google Play Store
more than garrantty bank ebc.,4,2025-06-07,CBE,Google Play Store
really am happy to this app it is siple to use everything,5,2025-06-07,CBE,Google Play Store
i liked this app. but the user interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play Store
"""why don’t your atms support account-to-account transfers like other countries( kenya, nigeria , south africa)""",4,2025-06-06,CBE,Google Play Store
what is this app problem???,1,2025-06-05,CBE,Google Play Store
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play Store
i cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play Store
not functional,1,2025-06-05,CBE,Google Play Store
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play Store
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play Store
best mobile banking app ever,5,2025-06-04,CBE,Google Play Store
it was good app but it have some issues like it doesnt give me the right amount that i have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play Store
👌👍,5,2025-06-04,CBE,Google Play Store
very niec,5,2025-06-04,CBE,Google Play Store
best app of finance,5,2025-06-04,CBE,Google Play Store
yetemeta,1,2025-06-03,CBE,Google Play Store
it is not safety,1,2025-06-03,CBE,Google Play Store
nice bank,5,2025-06-03,CBE,Google Play Store
it is like a childish app make it better the worst i have ever seen,1,2025-06-02,CBE,Google Play Store
"it's a problem solver application, go ahead cbe, i love so much.",5,2025-06-02,CBE,Google Play Store
it's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play Store
awesome bank,5,2025-06-01,CBE,Google Play Store
this app has developed in a very good ways but there are some comments i need to make 1- preventing the screenshot likely not good for someone like me coz i need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play Store
masha alla,5,2025-05-31,CBE,Google Play Store
"recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still i'm afraid now to send again",2,2025-05-31,CBE,Google Play Store
better service,5,2025-05-31,CBE,Google Play Store
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play Store
malkaamuu jiidhaa namoo,5,2025-05-30,CBE,Google Play Store
lower system everything,3,2025-05-30,CBE,Google Play Store
nice!,5,2025-05-30,CBE,Google Play Store
keep it up my cbe,5,2025-05-29,CBE,Google Play Store
yes good,5,2025-05-28,CBE,Google Play Store
"i was using this app for the last two years with no problems. it stopped working about 3 months ago. when i tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play Store
i like everything of this app,5,2025-05-27,CBE,Google Play Store
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play Store
cbe is the best financial application and and very dimple to use. i would like to say thank you so much for the developer of application. i really appreciate this app.,5,2025-05-26,CBE,Google Play Store
it's awesome!!,5,2025-05-25,CBE,Google Play Store
thankyou every one,5,2025-05-25,CBE,Google Play Store
ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play Store
"this app is absolutely fantastic i love it and i enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play Store
"the cbe app has been highly unreliable in recent weeks. it frequently fails to work properly on both ethio telecom and safaricom networks, whether using wi-fi or mobile data. this week, the system was down entirely for extended periods, making it very difficult to access banking services. the app only functions intermittently, and the lack of consistency is frustrating. i hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play Store
mortuary app,5,2025-05-25,CBE,Google Play Store
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play Store
amazing app i am used this app for one year,4,2025-05-24,CBE,Google Play Store
i love it 😍😘,5,2025-05-24,CBE,Google Play Store
it makes life easy!👌,5,2025-05-24,CBE,Google Play Store
its not fast,1,2025-05-24,CBE,Google Play Store
it is sooo good,5,2025-05-24,CBE,Google Play Store
fantastic,5,2025-05-23,CBE,Google Play Store
accessible to using,5,2025-05-23,CBE,Google Play Store
why you change default network?,5,2025-05-23,CBE,Google Play Store
very nice 👍,5,2025-05-23,CBE,Google Play Store
nice fast app,5,2025-05-23,CBE,Google Play Store
how to i get my money,5,2025-05-22,CBE,Google Play Store
"very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play Store
"very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play Store
very busy i don't know why... i prefer 889,3,2025-05-22,CBE,Google Play Store
"sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play Store
the most boring mobil banking application in ethiopia.please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play Store
hojii bonsaadha,5,2025-05-22,CBE,Google Play Store
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play Store
awosome!!!,5,2025-05-22,CBE,Google Play Store
"very good app,",5,2025-05-22,CBE,Google Play Store
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play Store
i hate this app 😒,1,2025-05-22,CBE,Google Play Store
trustful,5,2025-05-22,CBE,Google Play Store
i like,5,2025-05-21,CBE,Google Play Store
update issue,4,2025-05-21,CBE,Google Play Store
its not working over safari network,1,2025-05-21,CBE,Google Play Store
oldie,1,2025-05-21,CBE,Google Play Store
it doesn't work,1,2025-05-21,CBE,Google Play Store
"this app is good, and we are using it well",1,2025-05-21,CBE,Google Play Store
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play Store
yes yes,5,2025-05-21,CBE,Google Play Store
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play Store
easy to use helpful in my life,5,2025-05-21,CBE,Google Play Store
the best mobile banking app,5,2025-05-21,CBE,Google Play Store
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play Store
it's a good application 👍,5,2025-05-21,CBE,Google Play Store
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play Store
poor service,1,2025-05-20,CBE,Google Play Store
amazing,5,2025-05-20,CBE,Google Play Store
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play Store
the most annoying mobile banking app i've ever seen,1,2025-05-20,CBE,Google Play Store
cbe mobile banking,5,2025-05-20,CBE,Google Play Store
"i can't make screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play Store
best app i loved it,5,2025-05-18,CBE,Google Play Store
amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play Store
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play Store
best app.,5,2025-05-17,CBE,Google Play Store
"not working,why???",5,2025-05-17,CBE,Google Play Store
always disappointing ! especially the ios one !! some similar local applications are extremely superior to this application!! really disappointing!,1,2025-05-17,CBE,Google Play Store
woxe harimo ribiso,5,2025-05-16,CBE,Google Play Store
"good ,easy to use",5,2025-05-16,CBE,Google Play Store
good job👍,5,2025-05-14,CBE,Google Play Store
"please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play Store
i have using the cbe mobile banking app. and overall i appreciate its feuteres however i.ve notticed that when i turn on the developer options on my divice the app.stop functioning prorerly it.would be great if you could look into this issue as l often need to access developer setting for otter application thankyou for your attention to this matter,4,2025-05-13,CBE,Google Play Store
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play Store
it is amazing mobile banking app....but why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play Store
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play Store
the fastest transferring app i ever had its so reliable,5,2025-05-11,CBE,Google Play Store
"funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play Store
it's easy and fast,5,2025-05-10,CBE,Google Play Store
this app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play Store
hello dearest cbe office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play Store
wow best application ever,5,2025-05-09,CBE,Google Play Store
"am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play Store
the pride of ethiopian bank 🏦,5,2025-05-08,CBE,Google Play Store
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play Store
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play Store
amazing apps,5,2025-05-06,CBE,Google Play Store
all service of mobile banking,5,2025-05-06,CBE,Google Play Store
needs improvement,1,2025-05-06,CBE,Google Play Store
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play Store
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the dashen super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. i am considering leaving cbe for good.,2,2025-05-06,CBE,Google Play Store
good but these week not oky,4,2025-05-06,CBE,Google Play Store
well designed! fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play Store
if any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play Store
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play Store
cbe mobilr bankg,5,2025-05-05,CBE,Google Play Store
verygood,3,2025-05-05,CBE,Google Play Store
ممتاز جدا,5,2025-05-04,CBE,Google Play Store
it's very low quality application,1,2025-05-04,CBE,Google Play Store
very amazing apps,5,2025-05-04,CBE,Google Play Store
አዛ,1,2025-05-04,CBE,Google Play Store
wow simple life,5,2025-05-04,CBE,Google Play Store
it's nice,5,2025-05-03,CBE,Google Play Store
why stacked sometimes,5,2025-05-03,CBE,Google Play Store
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play Store
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play Store
very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play Store
good and fast,5,2025-05-02,CBE,Google Play Store
unreliable!,1,2025-05-02,CBE,Google Play Store
best the best fast,5,2025-05-02,CBE,Google Play Store
happy,5,2025-05-02,CBE,Google Play Store
fast and reliable,5,2025-05-02,CBE,Google Play Store
network errorrrrrr,2,2025-05-02,CBE,Google Play Store
best app but there is some problem i can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play Store
its good and simple to use,5,2025-05-02,CBE,Google Play Store
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play Store
it's the best app i,5,2025-05-02,CBE,Google Play Store
not bad not good,1,2025-05-02,CBE,Google Play Store
its very nice,5,2025-05-02,CBE,Google Play Store
do not work this week,3,2025-04-30,CBE,Google Play Store
it crashes frequently,4,2025-04-30,CBE,Google Play Store
the best,5,2025-04-28,CBE,Google Play Store
"i can simply describe this app as ""making all your work easier"".",5,2025-04-28,CBE,Google Play Store
goid,5,2025-04-28,CBE,Google Play Store
best appearance,5,2025-04-27,CBE,Google Play Store
it's very good 👍 app,5,2025-04-27,CBE,Google Play Store
i need support you,5,2025-04-26,CBE,Google Play Store
the worst mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play Store
super,5,2025-04-26,CBE,Google Play Store
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play Store
i like the app,5,2025-04-26,CBE,Google Play Store
to other bank is bad,1,2025-04-25,CBE,Google Play Store
tank's,5,2025-04-25,CBE,Google Play Store
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play Store
it is so nice,5,2025-04-24,CBE,Google Play Store
very good👍,5,2025-04-21,CBE,Google Play Store
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play Store
"wow, amazing app",5,2025-04-21,CBE,Google Play Store
use ful,5,2025-04-21,CBE,Google Play Store
actually it is inactive,4,2025-04-19,CBE,Google Play Store
"slow, only one account is used",2,2025-04-19,CBE,Google Play Store
always cbe is the leading commercial bank💪💪💪,5,2025-04-18,CBE,Google Play Store
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play Store
thank you!!!,5,2025-04-18,CBE,Google Play Store
i can't take screenshot,1,2025-04-18,CBE,Google Play Store
"every update was made the system better and better until the march 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. you add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play Store
perfectly special,5,2025-04-18,CBE,Google Play Store
the best application i have ever seen in ethiopia banking industry.,5,2025-04-17,CBE,Google Play Store
great app!!!,5,2025-04-17,CBE,Google Play Store
"absolutely the best app! it works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play Store
very nice app ever!!!,5,2025-04-16,CBE,Google Play Store
the best app,5,2025-04-16,CBE,Google Play Store
biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play Store
nice service,5,2025-04-15,CBE,Google Play Store
"in the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play Store
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play Store
good 🔥,5,2025-04-14,CBE,Google Play Store
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play Store
lebaa bank,5,2025-04-14,CBE,Google Play Store
grateful app,5,2025-04-13,CBE,Google Play Store
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play Store
everthing wellbeok,3,2025-04-13,CBE,Google Play Store
"""this mobile banking app is fast and user-friendly, but the only issue i encountered is that i can't access my bank statement within the app. i kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play Store
nice app 👌,5,2025-04-12,CBE,Google Play Store
why did this app is not screenshot,5,2025-04-12,CBE,Google Play Store
it so good app,5,2025-04-12,CBE,Google Play Store
جميل,5,2025-04-11,CBE,Google Play Store
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play Store
simply for used,4,2025-04-10,CBE,Google Play Store
wow keep up,5,2025-04-10,CBE,Google Play Store
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play Store
good one,5,2025-04-10,CBE,Google Play Store
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play Store
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play Store
ጎበዝ,5,2025-04-09,CBE,Google Play Store
but this app says can't sync,5,2025-04-09,CBE,Google Play Store
to slow,3,2025-04-09,CBE,Google Play Store
work on screen shot system,4,2025-04-08,CBE,Google Play Store
very very nice aplication,1,2025-04-08,CBE,Google Play Store
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play Store
easy and reliable,2,2025-04-08,CBE,Google Play Store
it is very useful app 👍,5,2025-04-07,CBE,Google Play Store
perfect app,5,2025-04-07,CBE,Google Play Store
i like it.,5,2025-04-07,CBE,Google Play Store
bugs,3,2025-04-07,CBE,Google Play Store
commerial bank,5,2025-04-06,CBE,Google Play Store
genat biru,2,2025-04-06,CBE,Google Play Store
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play Store
you need to copy many things from other bank apps like amole(dashen),2,2025-04-06,CBE,Google Play Store
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play Store
good!👍,3,2025-04-05,CBE,Google Play Store
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play Store
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play Store
"good job to the cbe team on this mobile app! it's designed in a way that's simple and intuitive to navigate, which is great for everyone. it effectively handles the essential banking tasks i need to perform regularly. it's a practical and reliable tool that makes everyday banking much more convenient. thank you for this useful application.",5,2025-04-04,CBE,Google Play Store
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play Store
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play Store
cool ❤,4,2025-04-04,CBE,Google Play Store
best banking app,4,2025-04-03,CBE,Google Play Store
satisfied,5,2025-04-03,CBE,Google Play Store
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play Store
cbe very active bank i'm using cbe app very very satisfaction,5,2025-04-03,CBE,Google Play Store
it made life alot easier. i cant even imagine having to make all those transactions in person. so this app was crucial for me. very good app. well done.,5,2025-04-03,CBE,Google Play Store
perfect,5,2025-04-02,CBE,Google Play Store
good jop,5,2025-11-27,BOA,Google Play Store
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play Store
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play Store
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play Store
most of the time is not working properly,1,2025-11-25,BOA,Google Play Store
good service,5,2025-11-24,BOA,Google Play Store
not use for me,3,2025-11-23,BOA,Google Play Store
it keeps notifying me to disable developer options and quiet while i'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play Store
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play Store
i cant belive i could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play Store
it is a good app,5,2025-11-18,BOA,Google Play Store
it is not working at all,1,2025-11-15,BOA,Google Play Store
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play Store
when trying to activate the app it keeps on loading on the security questions page. it has been two days,1,2025-11-13,BOA,Google Play Store
fast and simple,5,2025-11-11,BOA,Google Play Store
best of best,5,2025-11-10,BOA,Google Play Store
worest banking app ever i seen. fake app bad better to leave,1,2025-11-10,BOA,Google Play Store
"i would like to share feedback regarding the application. it frequently experiences disruptions and does not function properly, often freezing or failing to load. this issue is affecting workflow and efficiency. kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play Store
meet you genuine.app i tried is not functional.helping.welldoingwith boa ethiopia .fastandrelevant.morconnecting digitalyworld.digitalyworld. thanks.,5,2025-11-08,BOA,Google Play Store
"barely works, it always fails to connect",1,2025-11-07,BOA,Google Play Store
my fav app,5,2025-11-07,BOA,Google Play Store
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play Store
"your application is very irritating to use, some functionality doesn't even work like on the card management. you need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play Store
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play Store
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play Store
"the worst app ever,",1,2025-10-30,BOA,Google Play Store
better,5,2025-10-29,BOA,Google Play Store
"i kindly request that bank of abyssinia address issues with its mobile app. it is very slow, has numerous problems, and frequently experiences downtime. the user experience is also poor. thank you.",1,2025-10-28,BOA,Google Play Store
this app can't open? what is problem? please solve my problem?,1,2025-10-27,BOA,Google Play Store
kiyaa makonn,5,2025-10-27,BOA,Google Play Store
very very lazy app,1,2025-10-26,BOA,Google Play Store
telebirr remittance,5,2025-10-24,BOA,Google Play Store
the best bank in 🇪🇹,5,2025-10-23,BOA,Google Play Store
its good,5,2025-10-22,BOA,Google Play Store
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play Store
good for mb appliciation,5,2025-10-21,BOA,Google Play Store
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play Store
try to easy network,4,2025-10-17,BOA,Google Play Store
hussen hassen umer,5,2025-10-16,BOA,Google Play Store
"the app is not suitable and lacks a good ui design. as a large bank, you must update your app with a professional ui that is fast and appropriate.",2,2025-10-16,BOA,Google Play Store
an exceptional banking app.,5,2025-10-16,BOA,Google Play Store
alhamdulilah,5,2025-10-11,BOA,Google Play Store
poor,5,2025-10-11,BOA,Google Play Store
from the last week updates the app is not working please check the problems,1,2025-10-08,BOA,Google Play Store
it's always crushing,1,2025-10-08,BOA,Google Play Store
office branches have to improve their services please,4,2025-10-07,BOA,Google Play Store
♥️♥️,5,2025-10-05,BOA,Google Play Store
why does it keep crashing? i can't even use this. boa should do better. you have many customers and how to deal with this. i can't send money now.,1,2025-10-05,BOA,Google Play Store
it needs a timely update,5,2025-10-03,BOA,Google Play Store
"it does not show the name of the person who sent the money to request a receipt. this has become very difficult for us. when different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play Store
i can't type my otp on it.,1,2025-10-01,BOA,Google Play Store
"most of bank apps in ethiopia are linked with ethiopian phone number, i live in us permanently so when i open boa account, i told them where i live and to link it with email address instead of phone # as ethio phone number is not working where i live, unfortunetly my fear appeared and now when i change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play Store
jaajja,4,2025-09-30,BOA,Google Play Store
i love this bank the best experience ever.,5,2025-09-28,BOA,Google Play Store
"nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play Store
easy and fast,5,2025-09-24,BOA,Google Play Store
mobile banking,5,2025-09-19,BOA,Google Play Store
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play Store
on my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play Store
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play Store
none,5,2025-09-14,BOA,Google Play Store
very good app i ever used,5,2025-09-12,BOA,Google Play Store
its nice app especially the transaction limit is extended but we face that boa m.banking app doesn't respond at the activation stage strictly at smsng mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play Store
zedo,5,2025-09-10,BOA,Google Play Store
please open my mobile app,5,2025-09-10,BOA,Google Play Store
it doesn't open,1,2025-09-10,BOA,Google Play Store
best banking transaction application in ethiopia !,5,2025-09-05,BOA,Google Play Store
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play Store
tamaam kamal,1,2025-09-03,BOA,Google Play Store
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play Store
great 👍,5,2025-09-02,BOA,Google Play Store
goof,4,2025-09-01,BOA,Google Play Store
absiniya banki,5,2025-08-29,BOA,Google Play Store
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play Store
one of the best in this business,5,2025-08-25,BOA,Google Play Store
besat🥰,5,2025-08-19,BOA,Google Play Store
unlimited experience,5,2025-08-18,BOA,Google Play Store
"as bank, u should at least hire someone good at their job bc this a joke nowadays i can't even log in or even transfer without it crashing if u fix the app i will update this review i am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17,BOA,Google Play Store
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play Store
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play Store
best apps,5,2025-08-15,BOA,Google Play Store
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play Store
best mobile app in the country,5,2025-08-14,BOA,Google Play Store
not fast,2,2025-08-12,BOA,Google Play Store
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play Store
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,BOA,Google Play Store
abseniya bank app,5,2025-08-08,BOA,Google Play Store
yes goode app,5,2025-08-03,BOA,Google Play Store
1) crashes repeatedly 2) takes century to boot 3) repeatedly requires update which is very annoying. 4) it doesn't ask for password for one step confirmation when transferring money. 5) automatically stops music when the app is launched (it doesn't really matter just fyi) overall this have to be the worst mobile banking app i have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play Store
ረጀብነሱ,1,2025-07-31,BOA,Google Play Store
the worst mobile banking app.,1,2025-07-31,BOA,Google Play Store
giod,5,2025-07-30,BOA,Google Play Store
best bank in ethiopia,5,2025-07-29,BOA,Google Play Store
waqayyoo,5,2025-07-28,BOA,Google Play Store
please is not working,2,2025-07-27,BOA,Google Play Store
